diag_id,object_id,method,date,temperature,humidity,illumination,defect_found,defect_description,quality_grade,param1,param2,param3,ml_label
637,141,RGK,2021-02-28,-2.3,83.2,551,false,"",удовлетворительно,,,,normal
638,141,VIBRO,2024-07-14,36.7,36.5,505,false,"",удовлетворительно,15.46,171,,normal
639,141,MPK,2021-02-12,22.4,83,583,true,"Скопление дефектов",требует_мер,51.84,,,medium
640,142,GEO,2020-08-11,-2.7,51,772,true,"Деформация трубы",требует_мер,,,,medium
641,142,GEO,2022-02-24,4.7,54,381,false,"",удовлетворительно,,,,normal
642,142,VIK,2022-05-18,8.6,88.1,513,true,"Коррозия поверхности",требует_мер,,,,medium
643,142,RGK,2022-05-05,-3,69.8,305,false,"",удовлетворительно,,,,normal
644,142,TFI,2023-12-14,7,85.8,299,true,"Стресс-коррозия",требует_мер,19.2,,,medium
645,143,VIK,2021-03-23,33.4,64.7,827,false,"",удовлетворительно,50.88,,,normal
646,143,MFL,2022-04-03,27.5,31.4,160,false,"",требует_мер,0.6,50,,medium
647,144,RGK,2023-09-05,38.2,66.2,380,true,"Незначительное отклонение",удовлетворительно,52.8,,,normal
648,144,UTWM,2021-03-30,31.3,89.5,114,false,"",допустимо,4.15,,,normal
649,144,MFL,2022-04-18,23,33,706,false,"",допустимо,49.3,12,,normal
650,144,UTWM,2021-03-14,-12.6,30.2,986,false,"",удовлетворительно,,,,normal
651,144,RGK,2023-11-15,-18.1,65.8,321,false,"",удовлетворительно,28.87,,,normal
652,145,TFI,2023-07-10,9.6,72.4,911,false,"",требует_мер,5.1,,,medium
653,145,UTWM,2022-09-21,32.3,54.2,254,false,"",допустимо,18.37,,,normal
654,146,UZK,2022-05-14,39.9,47,855,false,"",удовлетворительно,6.12,2.94,,normal
655,146,MPK,2022-01-28,33.8,47.6,404,true,"Потеря металла",недопустимо,29.89,,,high
656,146,GEO,2020-12-23,26.3,41.3,699,false,"",удовлетворительно,16.11,,,normal
657,146,GEO,2022-10-20,9.3,53,288,true,"Смещение оси",требует_мер,16.54,,,high
658,146,UZK,2020-12-07,29.2,36.7,310,true,"Потеря толщины стенки",недопустимо,15.3,3.57,,high
659,147,RGK,2021-04-21,37.2,88.1,803,false,"",удовлетворительно,,,,normal
660,147,VIBRO,2020-06-04,24.7,61,976,false,"",удовлетворительно,2.77,176.8,,normal
661,147,MPK,2024-07-23,-16.5,80.6,678,true,"Скопление дефектов",недопустимо,,,,high
662,147,VIBRO,2023-09-04,-19,71,921,false,"",удовлетворительно,19.95,161.9,,normal
663,147,GEO,2022-04-17,1.3,62.4,748,true,"Осадка грунта",требует_мер,36.12,,,high
664,148,UTWM,2022-06-19,-13.5,78.1,991,false,"",допустимо,,,,normal
665,148,TVK,2023-04-18,-16,59,603,true,"Зона перегрева",требует_мер,85.57,,,medium
666,148,MFL,2023-05-12,37,33.8,686,true,"Потеря металла",требует_мер,40.4,57,,medium
667,148,VIK,2021-07-30,-6.8,65.1,847,true,"Незначительное отклонение",удовлетворительно,11.68,,,normal
668,148,UZK,2020-05-04,-2.7,87.5,923,false,"",удовлетворительно,12.38,4.14,,normal
669,148,MPK,2023-01-19,-6.9,49.8,853,true,"Потеря металла",требует_мер,52.84,,,high
670,149,RGK,2023-03-25,15.4,80.1,366,true,"Шлаковое включение",требует_мер,,,,medium
671,149,MPK,2022-02-10,-18.7,53.5,296,false,"",удовлетворительно,,,,normal
672,149,UZK,2022-12-14,1.7,66.3,583,false,"",удовлетворительно,5.77,2.03,,normal
673,150,UTWM,2022-05-20,-0.7,64.8,932,false,"",допустимо,91.48,,,normal
674,150,GEO,2022-07-13,2.4,39.1,538,false,"",удовлетворительно,57,,,normal
675,150,MFL,2023-07-11,3.9,38.3,827,true,"Незначительное отклонение",удовлетворительно,39.6,46,,normal
676,151,VIBRO,2021-01-31,-2.7,78.2,787,true,"Повышенная вибрация",недопустимо,12.4,291.5,,high
677,151,RGK,2024-10-02,-9,86.5,641,true,"Пора в сварном шве",недопустимо,,,,high
678,151,UZK,2024-03-10,-11.9,46.6,347,false,"",удовлетворительно,18.04,4.01,,normal
679,151,GEO,2020-07-08,32,30.5,266,false,"",допустимо,18.62,,,normal
680,152,RGK,2021-10-08,30.3,77.1,419,false,"",удовлетворительно,2.48,,,normal
681,152,PVK,2020-01-03,-18.4,74,790,false,"",удовлетворительно,,,,normal
682,153,VIK,2022-02-11,10,48.9,441,false,"",удовлетворительно,70.13,,,normal
683,153,UZK,2020-01-08,-13.1,70.3,120,true,"Внутренняя коррозия",требует_мер,14.22,4.38,,medium
684,153,TVK,2021-01-02,37.3,32,805,false,"",удовлетворительно,99.51,,,normal
685,153,TFI,2020-11-04,10.3,58,953,false,"",требует_мер,35.3,,,medium
686,153,MFL,2023-06-02,-12.7,47.3,535,true,"Потеря металла",требует_мер,23.1,1,,high
687,153,VIBRO,2022-04-25,16,63.5,757,false,"",допустимо,1.1,258.9,,normal
688,154,VIK,2022-02-16,23.9,84.8,597,false,"",удовлетворительно,,,,normal
689,154,TVK,2023-03-16,-14.8,34.9,246,false,"",допустимо,42.14,,,normal
690,154,MPK,2022-06-10,-14.3,49,122,true,"Магнитная аномалия",требует_мер,,,,medium
691,154,UTWM,2023-02-11,1.7,46.6,593,true,"Эрозионный износ",требует_мер,50.05,,,medium
692,154,VIK,2023-11-25,37.2,32.8,293,false,"",допустимо,96.33,,,normal
693,155,TVK,2024-08-20,24.9,39.9,866,false,"",удовлетворительно,,,,normal
694,155,RGK,2023-02-02,18.2,64.8,787,true,"Шлаковое включение",требует_мер,26.43,,,medium
695,155,RGK,2022-06-07,31.6,76.6,649,false,"",допустимо,70.39,,,normal
696,155,VIBRO,2023-05-05,6,57.2,297,false,"",удовлетворительно,3.58,183.7,,normal
697,155,GEO,2021-09-23,-7.2,60.8,888,true,"Осадка грунта",требует_мер,56.62,,,medium
698,155,VIBRO,2021-08-12,21.3,50.1,400,false,"",удовлетворительно,0.95,264.4,,normal
699,156,PVK,2023-02-22,38.7,71.2,922,true,"Подповерхностная трещина",требует_мер,93.25,,,medium
700,156,TVK,2022-09-08,-10.9,30.9,913,false,"",удовлетворительно,,,,normal
701,156,TVK,2024-01-02,23,49.1,626,false,"",удовлетворительно,,,,normal
702,156,RGK,2024-10-04,16.1,74,486,false,"",удовлетворительно,,,,normal
703,157,UTWM,2022-06-08,24.8,43.2,599,true,"Локальная коррозия",недопустимо,,,,high
704,157,MPK,2022-08-12,-6.5,60.2,646,false,"",удовлетворительно,,,,normal
705,157,VIK,2021-03-28,-0.9,83.1,481,false,"",допустимо,61.57,,,normal
706,157,GEO,2020-01-27,3.4,41.2,188,false,"",удовлетворительно,56.09,,,normal
707,158,VIK,2024-06-30,35.9,36.2,118,false,"",удовлетворительно,,,,normal
708,158,UTWM,2022-02-12,30.8,86.2,596,true,"Критическая потеря толщины",требует_мер,,,,medium
709,158,VIBRO,2020-07-21,-15.7,50.7,565,false,"",допустимо,13.14,294.4,,normal
710,158,PVK,2023-05-02,-12.3,84.5,687,false,"",требует_мер,,,,medium
711,158,VIBRO,2024-05-20,19,44.3,484,true,"Незначительное отклонение",удовлетворительно,10.57,266.2,,normal
712,158,PVK,2024-11-03,34.4,63.6,537,false,"",удовлетворительно,,,,normal
713,159,UZK,2022-04-04,-6.2,53.8,151,false,"",удовлетворительно,5.18,1.02,,normal
714,159,UZK,2022-10-03,2.6,48.2,783,true,"Язвенная коррозия",недопустимо,19.35,0.02,,high
715,159,UZK,2024-06-18,33.8,57.8,432,true,"Незначительное отклонение",удовлетворительно,9.3,2.21,,normal
716,159,RGK,2023-10-14,36.3,65.1,539,false,"",удовлетворительно,,,,normal
717,159,VIBRO,2022-06-12,7.1,49.2,541,false,"",допустимо,18.06,152.8,,normal
718,159,VIBRO,2021-02-11,0.2,64.7,345,false,"",удовлетворительно,17.23,457.8,,normal
719,159,PVK,2023-10-12,4.2,32.8,949,true,"Несплошность сварки",требует_мер,77.08,,,high
720,160,RGK,2023-07-04,-2.5,81,687,false,"",удовлетворительно,,,,normal
721,160,TVK,2020-07-16,-10.3,49,929,false,"",удовлетворительно,25.86,,,normal
722,160,MFL,2021-09-13,-16.6,38.9,663,true,"Механическое повреждение",требует_мер,32.6,56,,high
723,160,PVK,2020-06-18,32.1,38.7,903,false,"",удовлетворительно,63.28,,,normal
724,161,MPK,2022-11-19,-14.7,31.5,813,false,"",удовлетворительно,,,,normal
725,161,UZK,2023-02-09,-13,48.9,557,false,"",удовлетворительно,7.21,2.99,,normal
726,161,GEO,2023-03-09,-5.6,43.4,122,true,"Осадка грунта",недопустимо,,,,high
727,161,MPK,2020-07-20,12.9,77.3,137,false,"",допустимо,,,,normal
728,162,GEO,2020-03-10,24.3,74.6,763,false,"",допустимо,,,,normal
729,162,GEO,2020-01-18,2.7,59.7,715,false,"",удовлетворительно,,,,normal
730,162,PVK,2020-07-27,-9.3,86.1,481,false,"",удовлетворительно,,,,normal
731,163,UTWM,2021-06-30,-15.1,65,332,false,"",удовлетворительно,,,,normal
732,163,TFI,2022-12-25,-9.5,70.6,818,false,"",удовлетворительно,34.5,,,normal
733,163,VIBRO,2021-09-01,-1.3,30.2,691,false,"",удовлетворительно,18.63,70.8,,normal
734,164,TFI,2022-03-29,-7.7,72.3,547,false,"",удовлетворительно,18,,,normal
735,164,PVK,2021-02-22,23.2,37.3,557,false,"",допустимо,14.63,,,normal
736,164,TFI,2022-03-30,-2.1,60.1,791,false,"",удовлетворительно,16,,,normal
737,165,VIBRO,2024-01-02,3.6,54.7,206,false,"",удовлетворительно,11.98,381.2,,normal
738,165,PVK,2020-06-27,23.2,78.6,378,false,"",допустимо,,,,normal
739,165,PVK,2024-02-13,36.9,70.9,641,false,"",требует_мер,,,,medium
740,165,MFL,2021-06-03,38.9,60.1,827,false,"",удовлетворительно,7.7,61,,normal
741,166,UTWM,2021-07-25,11.9,32.6,149,false,"",удовлетворительно,,,,normal
742,166,VIBRO,2021-01-25,-7.3,63.9,432,false,"",допустимо,2.44,504,,normal
743,166,MFL,2022-04-22,35.4,34.4,520,true,"Внешняя коррозия",требует_мер,14.1,55,,medium
744,166,VIK,2024-10-01,23.9,57.7,545,false,"",требует_мер,,,,medium
745,167,GEO,2021-08-14,8.6,58.5,566,false,"",удовлетворительно,45.14,,,normal
746,167,MFL,2022-11-20,26.3,82.2,360,false,"",удовлетворительно,12,97,,normal
747,167,GEO,2024-07-09,28.6,76.1,630,false,"",допустимо,,,,normal
748,167,UTWM,2021-09-04,2.2,44,264,false,"",удовлетворительно,,,,normal
749,168,TFI,2024-05-15,14.2,50.4,942,false,"",удовлетворительно,7.5,,,normal
750,168,PVK,2022-06-13,8.5,69.7,737,false,"",допустимо,,,,normal
751,168,MFL,2022-03-29,-9.5,87.3,588,false,"",удовлетворительно,2.1,30,,normal
752,168,RGK,2023-01-20,28.7,52.6,270,true,"Незначительное отклонение",удовлетворительно,74.78,,,normal
753,168,VIK,2021-02-05,-3.6,84.8,765,false,"",допустимо,,,,normal
754,169,RGK,2023-05-11,-4.1,41.6,244,true,"Пора в сварном шве",требует_мер,,,,medium
755,169,PVK,2021-10-04,3.3,35.6,384,false,"",допустимо,22.47,,,normal
756,169,TVK,2022-10-03,-13.8,74.3,386,false,"",удовлетворительно,35.4,,,normal
757,170,UZK,2024-11-05,-11.9,72.2,782,false,"",удовлетворительно,19.64,1.52,,normal
758,170,UTWM,2022-02-11,-17.4,79.9,471,false,"",допустимо,,,,normal
759,170,RGK,2023-03-29,25,52.4,675,false,"",удовлетворительно,,,,normal
760,170,UZK,2020-10-14,6.6,38.4,402,false,"",допустимо,12.34,0.75,,normal
761,170,VIBRO,2023-03-16,7.7,89.6,841,false,"",удовлетворительно,0.95,93.6,,normal
762,170,RGK,2023-06-13,10.9,83,501,true,"Внутренний дефект",требует_мер,24.72,,,high
763,171,MPK,2020-01-02,-11.3,51.3,901,true,"Потеря металла",недопустимо,,,,high
764,171,TVK,2021-02-07,19.7,78.5,433,true,"Аномалия теплопередачи",недопустимо,,,,high
765,171,VIK,2023-09-21,24.4,77,195,false,"",удовлетворительно,14.75,,,normal
766,171,MPK,2022-03-23,-14.5,40.9,109,false,"",допустимо,53.82,,,normal
767,171,MFL,2024-01-15,-13.2,54.8,856,false,"",удовлетворительно,4.5,26,,normal
768,172,TVK,2021-03-16,-2.7,78.6,694,false,"",требует_мер,,,,medium
769,172,TFI,2020-03-08,13.2,65.2,992,false,"",допустимо,15.4,,,normal
770,172,RGK,2023-05-02,-8.7,60.6,237,true,"Незначительное отклонение",удовлетворительно,41.15,,,normal
771,172,MPK,2023-09-04,23.9,81.1,394,false,"",допустимо,8.2,,,normal
772,172,UTWM,2020-04-10,22.5,48.1,241,true,"Локальная коррозия",требует_мер,,,,medium
773,173,UTWM,2022-04-15,-0.4,33.7,233,true,"Локальная коррозия",требует_мер,,,,medium
774,173,TVK,2023-04-09,26.7,70.8,600,false,"",удовлетворительно,,,,normal
775,173,UZK,2021-09-17,17.1,80.1,779,false,"",удовлетворительно,16.77,1.98,,normal
776,173,TVK,2024-11-19,20.7,65.8,544,false,"",требует_мер,83.23,,,medium
777,173,VIK,2020-04-13,-15.5,88.4,368,false,"",удовлетворительно,23.39,,,normal
778,174,PVK,2023-11-18,10.1,76.5,705,false,"",допустимо,,,,normal
779,174,PVK,2023-04-22,-3.6,60.7,506,false,"",удовлетворительно,74.23,,,normal
780,174,UZK,2020-03-23,-6.9,83,427,false,"",допустимо,14.33,4.43,,normal
781,174,RGK,2024-06-26,-17.3,48.4,836,false,"",требует_мер,,,,medium
782,174,TVK,2022-02-18,28.5,85.9,139,true,"Термическое повреждение",требует_мер,,,,high
783,175,MPK,2020-05-04,8.4,57.9,143,false,"",требует_мер,,,,medium
784,175,MPK,2023-12-06,15.3,84,684,false,"",удовлетворительно,,,,normal
785,175,RGK,2023-02-04,13.6,81.7,459,false,"",допустимо,29.4,,,normal
786,175,VIK,2021-08-17,-15.4,58.4,356,true,"Механическое повреждение",недопустимо,71.27,,,high
787,175,PVK,2022-11-07,33.3,70.8,660,false,"",допустимо,,,,normal
788,175,UZK,2023-12-17,24.4,58.3,859,false,"",удовлетворительно,10.48,4.56,,normal
789,176,VIBRO,2023-10-10,15.5,81.9,414,true,"Повышенная вибрация",требует_мер,4.56,207.8,,medium
790,176,RGK,2022-11-20,7.6,46.8,763,false,"",допустимо,,,,normal
791,176,VIK,2024-08-21,1,54,562,false,"",удовлетворительно,38.89,,,normal
792,176,TFI,2024-01-15,-5.9,87.8,944,false,"",удовлетворительно,14.1,,,normal
793,176,RGK,2022-09-18,33.8,48.9,926,false,"",требует_мер,49.7,,,medium
794,176,MPK,2024-07-28,2.6,41.8,650,true,"Потеря металла",требует_мер,,,,medium
795,177,VIBRO,2022-01-12,33.7,42.6,360,false,"",допустимо,6.84,99,,normal
796,177,MPK,2023-08-26,-19,41,647,true,"Магнитная аномалия",требует_мер,89.2,,,medium
797,177,MFL,2023-02-24,-20,89.6,104,false,"",удовлетворительно,7,30,,normal
798,177,PVK,2022-11-21,38.9,37.3,445,false,"",удовлетворительно,,,,normal
799,177,MFL,2020-01-24,24.1,70,555,false,"",удовлетворительно,48,77,,normal
800,178,UTWM,2023-04-13,13,64.3,540,false,"",удовлетворительно,99.2,,,normal
801,178,UZK,2020-09-22,9.7,32.5,718,false,"",удовлетворительно,10.67,4.86,,normal
802,178,TVK,2021-08-22,-19.8,80,195,true,"Термическое повреждение",требует_мер,,,,medium
803,179,VIK,2022-04-15,-2.3,31.3,771,false,"",допустимо,,,,normal
804,179,UZK,2024-11-24,6.2,47.6,609,true,"Внутренняя коррозия",требует_мер,19.1,2.07,,medium
805,179,RGK,2023-09-12,-12.9,61.4,402,false,"",удовлетворительно,,,,normal
806,179,RGK,2024-01-16,-8.9,43.8,707,false,"",требует_мер,,,,medium
807,179,VIBRO,2021-03-04,34.9,48.1,757,false,"",удовлетворительно,3.39,215.5,,normal
808,179,UTWM,2023-11-22,-7.2,89.4,559,true,"Незначительное отклонение",удовлетворительно,,,,normal
809,180,TFI,2021-01-31,14.9,88.6,273,false,"",допустимо,28,,,normal
810,180,UZK,2022-06-05,-13.1,49.4,532,false,"",удовлетворительно,18.29,1.57,,normal
811,180,VIBRO,2024-05-09,35.1,81.2,415,true,"Износ подшипников",требует_мер,5.74,341.3,,medium
812,180,UZK,2024-03-06,-4.7,64.6,844,true,"Внутренняя коррозия",требует_мер,8.18,2.57,,medium
813,180,VIBRO,2023-09-27,26.3,74.6,384,true,"Дисбаланс ротора",требует_мер,11.35,39,,medium
814,180,UTWM,2023-07-20,29.7,83.9,971,true,"Критическая потеря толщины",недопустимо,,,,high
815,181,TVK,2024-01-03,-9.1,57.3,380,false,"",удовлетворительно,8.82,,,normal
816,181,UTWM,2024-08-05,26.3,65.8,320,true,"Критическая потеря толщины",требует_мер,77.18,,,medium
817,181,UZK,2024-07-19,22,57.9,707,false,"",удовлетворительно,18.8,4.49,,normal
818,181,TVK,2021-04-03,-18.3,34.3,315,false,"",удовлетворительно,43.55,,,normal
819,181,VIBRO,2022-04-20,25.2,69.4,448,false,"",допустимо,10.98,48.5,,normal
820,181,RGK,2021-01-10,10.7,44.5,814,true,"Пора в сварном шве",требует_мер,,,,medium
821,182,PVK,2021-08-05,-11.6,43.8,357,false,"",удовлетворительно,24.76,,,normal
822,182,UZK,2023-03-30,-0.4,68.8,804,false,"",удовлетворительно,8.15,4.34,,normal
823,182,MFL,2023-05-06,-6.8,33.9,680,true,"Потеря металла",требует_мер,2.5,54,,high
824,182,PVK,2024-01-10,30.1,77.8,726,false,"",удовлетворительно,,,,normal
825,182,RGK,2020-03-13,0,46.4,476,false,"",удовлетворительно,67.5,,,normal
826,183,MPK,2022-06-13,-6.2,41.3,186,false,"",удовлетворительно,,,,normal
827,183,VIBRO,2020-12-03,-2.6,86.4,107,false,"",удовлетворительно,7,99.9,,normal
828,183,UTWM,2021-06-14,-10.1,79.5,194,false,"",допустимо,0.57,,,normal
829,183,VIK,2023-04-19,15.4,61,575,false,"",удовлетворительно,,,,normal
830,183,VIK,2024-02-12,27.3,59,613,false,"",удовлетворительно,35.25,,,normal
831,184,UZK,2021-03-01,36.6,77.6,395,false,"",удовлетворительно,14.4,1.72,,normal
832,184,UTWM,2020-01-14,10.4,45.4,413,false,"",удовлетворительно,,,,normal
833,184,TVK,2022-10-27,-14.3,87.4,392,false,"",удовлетворительно,3.61,,,normal
834,184,MFL,2021-01-07,3.6,30.7,407,false,"",удовлетворительно,11.2,10,,normal
835,184,VIK,2024-09-20,4,73.3,978,false,"",требует_мер,53.06,,,medium
836,184,UTWM,2023-08-06,-13.6,54.2,244,false,"",допустимо,15.74,,,normal
837,185,GEO,2021-06-22,12.7,31.9,416,false,"",допустимо,98.95,,,normal
838,185,GEO,2023-08-10,-12.7,47.2,618,false,"",удовлетворительно,11,,,normal
839,185,PVK,2020-09-08,-7.1,45.6,975,false,"",удовлетворительно,55.49,,,normal
840,185,VIBRO,2021-09-01,35.9,41.6,964,false,"",удовлетворительно,18.09,82.5,,normal
841,186,TVK,2020-06-16,-10.9,88.4,312,false,"",удовлетворительно,,,,normal
842,186,MFL,2021-05-27,30.4,59.7,457,true,"Внешняя коррозия",недопустимо,41.9,15,,high
843,186,GEO,2024-09-11,37.5,58.5,535,false,"",удовлетворительно,,,,normal
844,186,MPK,2020-01-24,1.1,39,478,false,"",удовлетворительно,,,,normal
845,186,VIK,2020-05-24,38.3,55.4,451,false,"",допустимо,23.01,,,normal
846,187,TVK,2021-04-12,38.1,81.9,341,true,"Термическое повреждение",недопустимо,,,,high
847,187,UZK,2024-06-29,20.1,75.3,550,false,"",удовлетворительно,19.66,4.27,,normal
848,187,GEO,2022-06-16,21.6,32.8,660,false,"",допустимо,,,,normal
849,187,MPK,2022-05-18,8.2,89.2,503,false,"",удовлетворительно,52.58,,,normal
850,187,MFL,2021-01-26,-4.9,84.2,266,false,"",удовлетворительно,47.9,28,,normal
851,187,RGK,2023-04-30,29.5,62.3,842,true,"Незначительное отклонение",удовлетворительно,28.93,,,normal
852,188,MPK,2024-10-05,-7.6,30.2,467,false,"",допустимо,70.93,,,normal
853,188,RGK,2021-09-06,5.4,61.9,952,false,"",удовлетворительно,,,,normal
854,188,UZK,2022-08-14,-16.8,32.1,743,false,"",удовлетворительно,12.94,0.26,,normal
855,188,GEO,2023-06-01,20.7,78.6,679,true,"Незначительное отклонение",допустимо,,,,normal
856,188,TFI,2024-03-04,3.5,67.1,254,false,"",удовлетворительно,21.8,,,normal
857,189,VIBRO,2023-10-13,12.9,88.3,885,false,"",допустимо,6.94,359.6,,normal
858,189,GEO,2020-12-18,9.8,62.5,536,true,"Деформация трубы",требует_мер,,,,medium
859,189,UTWM,2020-04-19,38.3,86,343,true,"Критическая потеря толщины",недопустимо,41.2,,,high
860,189,UTWM,2024-03-05,-0.9,49.3,603,false,"",допустимо,,,,normal
861,190,VIBRO,2022-03-22,33.7,38.2,649,false,"",удовлетворительно,5.36,401,,normal
862,190,UZK,2021-12-16,-5.5,75.8,434,true,"Потеря толщины стенки",требует_мер,6.01,2.8,,medium
863,190,GEO,2022-02-26,6.8,53.9,399,false,"",требует_мер,,,,medium
864,190,UZK,2023-05-15,5.4,65.1,436,false,"",удовлетворительно,11.8,3.32,,normal
865,190,PVK,2022-08-23,13,43.5,957,false,"",удовлетворительно,23.09,,,normal
866,191,MFL,2022-10-28,-8.1,53.8,494,false,"",допустимо,2.1,17,,normal
867,191,GEO,2024-02-13,19.7,55.5,148,false,"",удовлетворительно,81.16,,,normal
868,191,MPK,2022-05-16,29.3,43.1,736,false,"",удовлетворительно,,,,normal
869,191,PVK,2020-02-02,4.4,46,384,true,"Расслоение металла",требует_мер,,,,medium
870,191,RGK,2024-08-31,24.2,77.5,300,false,"",удовлетворительно,,,,normal
871,191,TFI,2023-04-21,0.7,50.1,904,false,"",удовлетворительно,0.8,,,normal
872,192,RGK,2020-04-16,22.7,85.9,610,false,"",удовлетворительно,,,,normal
873,192,VIK,2021-10-01,22.8,37.5,879,false,"",удовлетворительно,,,,normal
874,192,PVK,2020-03-29,30.3,35.5,609,false,"",удовлетворительно,54.23,,,normal
875,192,MFL,2023-04-18,-9.8,67.4,280,true,"Незначительное отклонение",допустимо,31.9,21,,normal
876,192,UZK,2022-07-27,-12.6,30.6,165,false,"",удовлетворительно,13.15,1.77,,normal
877,193,GEO,2024-08-30,4.4,66.1,345,false,"",удовлетворительно,19.75,,,normal
878,193,MFL,2023-12-21,-17.4,51.2,286,true,"Незначительное отклонение",допустимо,45.5,94,,normal
879,193,MFL,2023-02-05,21.6,60.5,571,false,"",требует_мер,29.7,33,,medium
880,193,VIK,2024-03-26,-5,65.4,671,false,"",удовлетворительно,,,,normal
881,194,GEO,2023-10-22,-17.1,74.7,628,true,"Деформация трубы",требует_мер,78.67,,,medium
882,194,GEO,2022-05-09,8.6,66.8,520,false,"",удовлетворительно,,,,normal
883,195,MPK,2022-12-28,-2.3,45.3,573,false,"",требует_мер,79.69,,,medium
884,195,VIK,2023-08-06,-18.6,32.9,800,false,"",требует_мер,,,,medium
885,195,TVK,2022-05-21,-9.3,40.4,943,false,"",допустимо,57.7,,,normal
886,195,MPK,2021-08-28,15.2,54.7,297,false,"",удовлетворительно,,,,normal
887,195,UZK,2024-04-24,14.9,51.8,437,true,"Потеря толщины стенки",требует_мер,19.94,0.57,,high
888,195,UZK,2021-04-15,25.9,55.7,140,false,"",допустимо,8.36,4.87,,normal
889,196,RGK,2023-07-06,-8.8,46.9,585,false,"",допустимо,,,,normal
890,196,GEO,2020-02-19,24.2,53.7,267,false,"",удовлетворительно,,,,normal
891,197,RGK,2020-11-03,-9.7,67.3,866,false,"",удовлетворительно,,,,normal
892,197,PVK,2021-06-04,-19.4,85.7,941,false,"",допустимо,9.97,,,normal
893,197,TVK,2021-12-15,36.4,76.6,154,false,"",удовлетворительно,,,,normal
894,198,RGK,2021-08-18,10.6,83.7,894,false,"",удовлетворительно,83.5,,,normal
895,198,UZK,2020-08-05,18.9,50.5,710,true,"Потеря толщины стенки",требует_мер,15.74,0.59,,high
896,198,PVK,2024-03-12,4.7,40.3,833,true,"Расслоение металла",недопустимо,67.62,,,high
897,199,MFL,2023-07-15,32.4,62.9,420,true,"Незначительное отклонение",удовлетворительно,9.7,21,,normal
898,199,TFI,2020-10-08,28.3,79.3,430,false,"",удовлетворительно,7.2,,,normal
899,199,VIBRO,2024-04-14,5.9,37.6,339,false,"",удовлетворительно,16.95,139.9,,normal
900,199,TVK,2021-04-02,30.2,31.7,626,false,"",удовлетворительно,,,,normal
901,199,TVK,2022-05-16,-19.1,62.7,624,false,"",требует_мер,,,,medium
902,199,GEO,2022-07-12,27.9,45.6,875,true,"Осадка грунта",недопустимо,67.65,,,high
903,200,UTWM,2024-03-01,21.2,34.7,711,false,"",допустимо,,,,normal
904,200,PVK,2021-05-21,4.5,64.6,345,false,"",допустимо,16.63,,,normal
905,200,VIBRO,2021-06-17,4.5,74.1,912,false,"",удовлетворительно,9.86,97.4,,normal
906,200,VIK,2024-01-28,6.4,33.6,265,false,"",допустимо,,,,normal
907,200,UZK,2021-04-30,20.2,42.2,406,true,"Язвенная коррозия",требует_мер,14.27,0.04,,medium
908,201,RGK,2023-06-25,-5.5,72.7,128,true,"Незначительное отклонение",допустимо,,,,normal
909,201,RGK,2024-05-23,18.3,47.1,235,true,"Шлаковое включение",требует_мер,54.77,,,medium
910,201,TVK,2024-01-03,33,68.4,958,false,"",удовлетворительно,,,,normal
911,201,VIK,2020-05-02,32.1,60.3,331,false,"",удовлетворительно,85.31,,,normal
912,202,VIBRO,2023-12-10,-12.8,74.4,748,false,"",удовлетворительно,2.49,20.3,,normal
913,202,GEO,2020-09-22,21,84,636,false,"",допустимо,,,,normal
914,203,MFL,2024-05-23,-11,53.1,535,false,"",удовлетворительно,26.9,99,,normal
915,203,VIK,2020-03-30,-11.6,80.9,642,false,"",удовлетворительно,,,,normal
916,203,TFI,2022-06-17,-13.6,83.6,666,true,"Стресс-коррозия",требует_мер,26.6,,,medium
917,203,UZK,2020-07-09,11.1,78.8,452,true,"Внутренняя коррозия",требует_мер,16,2.3,,high
918,203,MFL,2024-10-25,0.5,58.9,700,true,"Внешняя коррозия",требует_мер,22.6,11,,medium
919,203,TFI,2021-01-25,-1.1,63.2,134,false,"",удовлетворительно,31.8,,,normal
920,204,TVK,2021-06-28,1.1,53.2,672,true,"Аномалия теплопередачи",требует_мер,,,,medium
921,204,PVK,2022-11-18,24,51.4,674,false,"",удовлетворительно,73.44,,,normal
922,204,VIK,2020-04-17,-16.9,70,443,false,"",удовлетворительно,,,,normal
923,204,UTWM,2024-04-11,-12.9,75.1,554,true,"Критическая потеря толщины",требует_мер,94.16,,,high
924,204,VIK,2023-06-28,-8.1,72.6,858,false,"",удовлетворительно,,,,normal
925,204,VIBRO,2023-06-15,26.2,33.4,440,false,"",удовлетворительно,12.05,196,,normal
926,205,TVK,2020-09-26,-18.1,39.1,366,false,"",удовлетворительно,15.98,,,normal
927,205,VIBRO,2023-02-10,-10.6,71,862,false,"",удовлетворительно,8.93,411.1,,normal
928,205,MPK,2021-08-22,3.3,77.6,993,false,"",удовлетворительно,,,,normal
929,205,UTWM,2021-02-28,0.8,80.6,223,false,"",удовлетворительно,81.29,,,normal
930,205,TVK,2022-10-28,9.6,85.4,609,false,"",удовлетворительно,,,,normal
931,206,MFL,2023-01-29,-6.4,41.9,539,false,"",удовлетворительно,2.4,72,,normal
932,206,PVK,2024-09-08,8.2,41.2,266,true,"Подповерхностная трещина",недопустимо,,,,high
933,206,MFL,2020-10-08,16,55.3,583,false,"",удовлетворительно,17.6,48,,normal
